<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
EAH,D,20200727,000000,8.8,8.8,8.6,8.6,4354,0
EAT,D,20200727,000000,21.3,21.3,20.15,20.4,231669,0
ECH,D,20200727,000000,3.84,3.9,3.84,3.88,36777,0
EDI,D,20200727,000000,2.42,2.6,2.42,2.6,7408,0
EEX,D,20200727,000000,5.6,6.52,5.5,6.38,450208,0
EFK,D,20200727,000000,5.65,5.8,5.45,5.8,6667,0
EKP,D,20200727,000000,0.369,0.382,0.361,0.367,30333,0
ELB,D,20200727,000000,1.74,1.74,1.46,1.58,338296,0
ELT,D,20200727,000000,7.02,7.22,6.6,7.08,15410,0
ELZ,D,20200727,000000,6.15,6.45,6,6.1,11919,0
EMC,D,20200727,000000,6.8,6.8,6.7,6.7,7,0
EMT,D,20200727,000000,2.25,2.29,2.135,2.25,244412,0
ENA,D,20200727,000000,7.95,8.39,7.655,8.32,682927,0
ENE,D,20200727,000000,13.8,13.8,13.8,13.8,655,0
ENG,D,20200727,000000,8.22,8.325,8.17,8.29,80915,0
ENI,D,20200727,000000,1.04,1.04,0.952,1.035,33809,0
ENP,D,20200727,000000,1.38,1.38,1.34,1.37,16594,0
ENT,D,20200727,000000,27.6,28.1,26,26.6,19699,0
ERB,D,20200727,000000,20.4,22,20.4,21,3515,0
ERG,D,20200727,000000,49,53,45,53,3694,0
ETL,D,20200727,000000,20.1,20.1,19.2,19.55,10090,0
EUC,D,20200727,000000,5.76,5.8,5.22,5.58,57223,0
EUR,D,20200727,000000,16.12,16.2,15.85,16.1,120513,0
EVE,D,20200727,000000,29.4,30,28,29.8,4359,0
FEE,D,20200727,000000,12,12.2,12,12.2,350,0
FER,D,20200727,000000,4.12,4.16,4.12,4.16,1105,0
FMF,D,20200727,000000,2.15,2.15,2.085,2.11,623339,0
FON,D,20200727,000000,0.156,0.163,0.15,0.163,181328,0
FRO,D,20200727,000000,18.3,18.3,17.6,18,4153,0
FSG,D,20200727,000000,13.2,13.2,13.2,13.2,10,0
FTE,D,20200727,000000,26.25,26.8,26.1,26.35,8069,0
GCN,D,20200727,000000,1.345,1.355,1.24,1.3,49972,0
GIF,D,20200727,000000,35,40,31.5,40,220003,0
GIFA,D,20200727,000000,30,37.5,27.52,37.4,340203,0
GKI,D,20200727,000000,2.52,2.52,2.36,2.45,5807,0
GLC,D,20200727,000000,8.2,10.5,8.1,10.5,512414,0
GNB,D,20200727,000000,0.245,0.245,0.2375,0.2395,880232,0
GOB,D,20200727,000000,5.6,5.6,5.6,5.6,4943,0
GOP,D,20200727,000000,36.2,36.4,35.6,36,11871,0
GPW,D,20200727,000000,44.2,44.4,43.5,43.95,82539,0
GRN,D,20200727,000000,13.2,15.95,13,15.95,464710,0
GTC,D,20200727,000000,6.6,6.6,6.28,6.28,66350,0
GTN,D,20200727,000000,1.181,1.189,1.12,1.144,705756,0
HDR,D,20200727,000000,31.2,31.4,31,31,1474,0
HEL,D,20200727,000000,15,15,13.7,13.8,1278,0
HMI,D,20200727,000000,9.9,9.9,9.9,9.9,401,0
HRP,D,20200727,000000,33,38.4,30.2,37.7,193773,0
HRS,D,20200727,000000,1.595,1.75,1.595,1.65,285060,0
HUB,D,20200727,000000,0.468,0.5,0.442,0.5,43772,0
I2D,D,20200727,000000,10.6,10.6,10.3,10.3,1261,0
IAG,D,20200727,000000,0.64,0.65,0.58,0.62,109097,0
IDA,D,20200727,000000,2.4,2.4,2.26,2.32,142620,0
IDM,D,20200727,000000,1.45,1.45,1.45,1.45,14310,0
IFC,D,20200727,000000,0.69,0.69,0.69,0.69,4000,0
IFI,D,20200727,000000,4.06,4.19,4.05,4.12,2507,0
IFR,D,20200727,000000,0.384,0.384,0.364,0.364,1665,0
IIA,D,20200727,000000,68.1,68.1,65.15,65.15,93,0
IMC,D,20200727,000000,11.7,11.7,11.3,11.3,697,0
IMP,D,20200727,000000,1.13,1.17,1.08,1.08,19514,0
IMS,D,20200727,000000,2.74,2.76,2.7,2.76,13174,0
INC,D,20200727,000000,13.2,14.55,12.2,14.4,234653,0
INF,D,20200727,000000,3.06,3.16,3.06,3.16,1001,0
ING,D,20200727,000000,145.6,148.6,144,144,3455,0
INK,D,20200727,000000,20.1,20.5,19.8,20.1,8335,0
INL,D,20200727,000000,3.1,3.1,2.8,2.98,80239,0
INP,D,20200727,000000,4.96,4.96,4.96,4.96,99,0
IPE,D,20200727,000000,3.9,3.9,3.6,3.76,78242,0
IPF,D,20200727,000000,3.045,3.045,2.9,2.95,109643,0
IPL,D,20200727,000000,8.8,8.8,8.8,8.8,1682,0
IPO,D,20200727,000000,1.39,1.39,1.3,1.35,2646,0
IRL,D,20200727,000000,15.9,15.9,15.6,15.6,13354,0
ITM,D,20200727,000000,0.1435,0.153,0.143,0.153,69353,0
IZB,D,20200727,000000,33.7,34.9,32.7,34.4,667,0
IZO,D,20200727,000000,1.49,1.49,1.49,1.49,6,0
IZS,D,20200727,000000,2.66,2.66,2.63,2.64,6564,0
JSW,D,20200727,000000,19.2,19.455,19,19.1,346647,0
JWC,D,20200727,000000,2.89,2.91,2.8,2.85,28591,0
JWW,D,20200727,000000,3.58,4.18,3.48,4,18245,0
K2I,D,20200727,000000,10.6,10.8,10.5,10.7,4460,0
KCI,D,20200727,000000,0.844,0.85,0.79,0.83,59217,0
KER,D,20200727,000000,41,41.4,40.5,41.25,408459,0
KGH,D,20200727,000000,119.9,130.6,119.1,130.4,1653175,0
KGL,D,20200727,000000,13.75,13.75,13.5,13.5,2200,0
KGN,D,20200727,000000,38.2,38.4,36.9,38.1,1310,0
KMP,D,20200727,000000,7.3,7.3,7.3,7.3,100,0
KOM,D,20200727,000000,2.23,2.28,2.1,2.28,31518,0
KPL,D,20200727,000000,7.5,7.5,7.3,7.3,1073,0
KRC,D,20200727,000000,7.52,7.9,7.2,7.9,1903,0
KRI,D,20200727,000000,10.5,10.5,10.5,10.5,2,0
KRK,D,20200727,000000,368,368,362,362,156,0
KRU,D,20200727,000000,117.6,119,116.2,117.1,17500,0
KSG,D,20200727,000000,1.67,1.79,1.61,1.73,10090,0
KSW,D,20200727,000000,59.4,59.8,59.2,59.4,681,0
KTY,D,20200727,000000,445,454,441.5,454,910,0
KVT,D,20200727,000000,5.4,5.46,5.08,5.36,40485,0
LAB,D,20200727,000000,9.92,9.96,9.7,9.7,18,0
LBT,D,20200727,000000,2.11,2.11,2.03,2.09,36146,0
LBW,D,20200727,000000,1.55,1.74,1.55,1.65,2269324,0
LEN,D,20200727,000000,3.41,3.52,3.41,3.5,8962,0
LKD,D,20200727,000000,11.8,13.5,11.55,13.2,3062,0
LPP,D,20200727,000000,6260,6310,6150,6275,1976,0
LRQ,D,20200727,000000,3.01,3.29,2.85,3,33288,0
LSI,D,20200727,000000,13.2,14,13.2,13.75,1383,0
LTS,D,20200727,000000,51.58,52.1,50.6,51,334898,0
LTX,D,20200727,000000,10.9,11.2,10,10.6,135556,0
LVC,D,20200727,000000,86.6,86.7,85.2,85.5,26371,0
LWB,D,20200727,000000,21.75,22.25,21.3,21.5,40945,0
MAB,D,20200727,000000,23.65,28.55,23.5,27.55,170470,0
MAK,D,20200727,000000,5.55,5.65,5.5,5.65,5930,0
MBK,D,20200727,000000,205.4,207,198.2,199.6,42877,0
MBR,D,20200727,000000,256,256,242,248,119,0
MBW,D,20200727,000000,5.56,5.74,5.55,5.74,3607,0
MCI,D,20200727,000000,13.1,13.1,12.6,12.95,9297,0
MCP,D,20200727,000000,2.67,2.67,2.41,2.58,3224,0
MCR,D,20200727,000000,9.2,9.5,8.8,9.2,13430,0
MDG,D,20200727,000000,26,32,25.55,32,128526,0
MDI,D,20200727,000000,2.91,2.91,2.78,2.89,14157,0
MEX,D,20200727,000000,1.84,1.84,1.76,1.77,6976,0
MFO,D,20200727,000000,21,22,21,22,1407,0
MGT,D,20200727,000000,54.5,54.5,51.5,53,196,0
MIL,D,20200727,000000,3.098,3.104,3.028,3.05,1577137,0
MIR,D,20200727,000000,1.23,1.24,1.21,1.24,44932,0
MLG,D,20200727,000000,80,80,73,74,137,0
MLK,D,20200727,000000,0.666,0.68,0.666,0.68,9405,0
MLS,D,20200727,000000,89.2,104,87,103,115895,0
MNC,D,20200727,000000,26.4,29.8,25.6,27.4,123897,0
MOJ,D,20200727,000000,1.44,1.44,1.3,1.42,24385,0
MOL,D,20200727,000000,22.56,22.56,22,22.48,1676,0
MON,D,20200727,000000,2.02,2.07,2.01,2.07,49166,0
MPH,D,20200727,000000,4,4.2,4,4.04,30503,0
MRB,D,20200727,000000,1.7,1.71,1.68,1.7,255996,0
MRC,D,20200727,000000,361,400,361,390,199368,0
MSP,D,20200727,000000,9.2,9.2,8.84,9.18,2031,0
MSW,D,20200727,000000,5.36,5.36,5.18,5.28,7343,0
MSZ,D,20200727,000000,0.9,0.946,0.9,0.946,419218,0
MVP,D,20200727,000000,4.2,4.2,4.12,4.18,23771,0
MWT,D,20200727,000000,1.92,1.92,1.86,1.9,20193,0
MXC,D,20200727,000000,15.5,17.15,14.8,16.7,77373,0
NCT,D,20200727,000000,14.95,14.95,14.6,14.6,204,0
NET,D,20200727,000000,4.33,4.46,4.3,4.43,25245,0
NEU,D,20200727,000000,504,521,503,515,1218,0
NNG,D,20200727,000000,2.4,2.64,2.4,2.62,60197,0
NTT,D,20200727,000000,2.95,3.07,2.9,3.07,47615,0
NTU,D,20200727,000000,9.5,9.5,9.5,9.5,300,0
NVA,D,20200727,000000,11.3,11.3,10.9,10.9,400,0
NVT,D,20200727,000000,92.4,98.8,92.4,98.8,1550,0
NWG,D,20200727,000000,26.3,26.3,25.8,26,1668,0
OAT,D,20200727,000000,14.5,15.5,14.2,15.45,36180,0
OBL,D,20200727,000000,13.9,13.9,12.6,13,8296,0
ODL,D,20200727,000000,4.95,4.98,4.8,4.88,24000,0
OPF,D,20200727,000000,0.988,0.99,0.92,0.932,16390,0
OPG,D,20200727,000000,1.42,1.42,1.33,1.33,655,0
OPL,D,20200727,000000,7.03,7.17,6.99,7.11,1224365,0
OPM,D,20200727,000000,26.2,27.4,26.2,27,2864,0
OPN,D,20200727,000000,36.1,36.8,35.5,36,14120,0
OTM,D,20200727,000000,1.49,1.49,1.45,1.49,1012,0
OTS,D,20200727,000000,5.4,5.45,5.2,5.35,6491,0
OVO,D,20200727,000000,72,72,72,72,15,0
PAT,D,20200727,000000,1.235,1.26,1.2,1.2,74138,0
PBF,D,20200727,000000,0.39,0.39,0.39,0.39,37471,0
PBX,D,20200727,000000,12,12,11.5,11.8,4808,0
PCE,D,20200727,000000,12.3,12.3,12,12.1,2500,0
PCR,D,20200727,000000,53,56.4,53,55.4,15620,0
PCX,D,20200727,000000,9,11,9,11,633159,0
PDZ,D,20200727,000000,0.826,0.85,0.796,0.82,665134,0
PEM,D,20200727,000000,14.25,14.25,13.35,14,405,0
PEO,D,20200727,000000,54.94,55.2,52.86,53.46,862415,0
PEP,D,20200727,000000,41.2,42.1,40.4,42,11665,0
PGE,D,20200727,000000,7.38,7.96,7.2,7.902,3052706,0
PGM,D,20200727,000000,2.2,2.3,2.2,2.3,4868,0
PGN,D,20200727,000000,5.352,5.416,5.33,5.364,4320848,0
PGO,D,20200727,000000,1.15,1.15,1.11,1.125,8675,0
PHN,D,20200727,000000,12.55,12.6,12.4,12.45,3694,0
PHR,D,20200727,000000,15.9,16.4,14.4,15.9,48973,0
PJP,D,20200727,000000,14.8,14.95,14.8,14.95,166,0
PKN,D,20200727,000000,57.82,57.88,56.64,56.94,680337,0
PKO,D,20200727,000000,23.07,23.2,22.48,22.62,2727826,0
PKP,D,20200727,000000,14.5,14.58,14,14.14,104003,0
PLW,D,20200727,000000,498,525,488,514,10376,0
PLX,D,20200727,000000,1.87,1.87,1.78,1.8,17247,0
PLY,D,20200727,000000,32.74,33.2,32.36,33.08,418652,0
PLZ,D,20200727,000000,2.16,2.22,1.86,2.04,12275,0
PMP,D,20200727,000000,1.37,1.49,1.37,1.4,37247,0
PND,D,20200727,000000,3.995,3.995,3.9,3.9,580,0
POZ,D,20200727,000000,1.4,1.525,1.4,1.46,31562,0
PPS,D,20200727,000000,1.62,1.63,1.58,1.58,12601,0
PRD,D,20200727,000000,1.42,1.47,1.42,1.47,6335,0
PRF,D,20200727,000000,9.9,9.9,9.1,9.75,312,0
PRI,D,20200727,000000,6.32,6.32,5.96,6.18,617,0
PRM,D,20200727,000000,17.7,17.7,16.3,17.7,138,0
PRT,D,20200727,000000,5.45,6.3,5.15,6,636661,0
PSW,D,20200727,000000,12.35,12.4,12,12,4382,0
PTH,D,20200727,000000,1.445,1.445,1.44,1.44,66912,0
PUE,D,20200727,000000,185,185,180,180.5,792,0
PUN,D,20200727,000000,0.87,0.925,0.785,0.81,178104,0
PWX,D,20200727,000000,4.26,4.26,4.1,4.1,11023,0
PXM,D,20200727,000000,2.32,2.375,2.28,2.29,250342,0
PZU,D,20200727,000000,28.25,28.49,28.04,28.07,1193680,0
QNT,D,20200727,000000,13.1,13.1,13.1,13.1,3098,0
QRS,D,20200727,000000,3.98,4.18,3.89,4.05,41119,0
R22,D,20200727,000000,32,33.4,31.6,33.1,17576,0
RAF,D,20200727,000000,17,17,16.3,16.3,335,0
RBC,D,20200727,000000,2.14,2.2,2.02,2.2,35467,0
RBW,D,20200727,000000,19,19,17.1,17.1,27346,0
RDL,D,20200727,000000,2.01,2.04,1.99,2.04,31448,0
RDN,D,20200727,000000,0.25,0.25,0.228,0.24,108112,0
REG,D,20200727,000000,0.242,0.242,0.242,0.242,8169,0
RES,D,20200727,000000,0.45,0.45,0.45,0.45,700,0
RFK,D,20200727,000000,1.35,1.388,1.26,1.3,763213,0
RHD,D,20200727,000000,0.23,0.234,0.23,0.234,46096,0
RLP,D,20200727,000000,6.26,7.46,6.16,7.46,140565,0
RMK,D,20200727,000000,10,10,9.82,9.82,1000,0
RNC,D,20200727,000000,1.47,1.47,1.37,1.44,529,0
RNK,D,20200727,000000,1.79,1.84,1.76,1.84,93843,0
RON,D,20200727,000000,1.36,1.36,1.27,1.29,19811,0
RPC,D,20200727,000000,21.8,21.9,21.1,21.7,2059,0
RVU,D,20200727,000000,66.6,69.8,64.6,68.4,11511,0
RWL,D,20200727,000000,8.1,8.2,7.82,8.1,7246,0
SAN,D,20200727,000000,9.4,9.4,9.098,9.172,60757,0
SEK,D,20200727,000000,9.7,9.7,9.55,9.7,3093,0
SEL,D,20200727,000000,14.05,14.45,13.5,13.85,5273,0
SEN,D,20200727,000000,0.43,0.43,0.41,0.412,270307,0
SES,D,20200727,000000,19.5,19.5,19.5,19.5,2,0
SFG,D,20200727,000000,7.28,7.6,7.28,7.6,340,0
SFS,D,20200727,000000,0.45,0.45,0.42,0.44,51782,0
SGN,D,20200727,000000,7.84,7.84,7.54,7.58,10514,0
SHD,D,20200727,000000,0.52,0.525,0.52,0.525,598,0
SHG,D,20200727,000000,0.532,0.58,0.53,0.58,29772,0
SKA,D,20200727,000000,96.6,97.6,93,93.8,1112,0
SKH,D,20200727,000000,26,26.2,25.6,25.8,2847,0
SKL,D,20200727,000000,0.65,0.68,0.63,0.64,5190,0
SKT,D,20200727,000000,1.96,2.02,1.9,2,54643,0
SLV,D,20200727,000000,47.5,48,45,47.8,10834,0
SME,D,20200727,000000,9.7,9.7,9.1,9.6,7763,0
SNK,D,20200727,000000,14.2,14.2,13.9,14.1,4080,0
SNT,D,20200727,000000,26.8,33.6,26.2,33.6,76203,0
SNW,D,20200727,000000,4.26,4.98,3.94,4.98,707531,0
SNX,D,20200727,000000,28.2,30.9,27.4,30.9,44595,0
SOL,D,20200727,000000,3.81,3.86,3.77,3.8,3229,0
SON,D,20200727,000000,9.7,9.75,9.35,9.35,1404,0
SPH,D,20200727,000000,13.5,14.7,13.2,13.6,144,0
SPL,D,20200727,000000,161.1,162.8,158.8,160.8,44235,0
STF,D,20200727,000000,6.26,6.26,6.06,6.06,921,0
STL,D,20200727,000000,9.2,9.2,9.05,9.05,1590,0
STP,D,20200727,000000,158.8,158.8,155.2,158.2,2245,0
STX,D,20200727,000000,2.87,2.9,2.86,2.9,15445,0
SUW,D,20200727,000000,17.9,17.9,16.9,16.9,247,0
SVRS,D,20200727,000000,7.3,8,7.1,8,15580,0
SWD,D,20200727,000000,4.15,4.15,3.9,4.01,7361,0
SWG,D,20200727,000000,14.1,14.5,13.7,13.7,1807,0
TAR,D,20200727,000000,13.7,13.7,13.7,13.7,235,0
TBL,D,20200727,000000,24.1,27,23.5,27,30774,0
TEN,D,20200727,000000,535,561,521,561,25496,0
TIM,D,20200727,000000,13.9,14.95,13.4,14.8,122373,0
TLX,D,20200727,000000,11.3,11.3,10.9,11.3,37,0
TMR,D,20200727,000000,155,155,155,155,10,0
TOA,D,20200727,000000,6.5,6.76,6.5,6.5,22362,0
TOR,D,20200727,000000,14.4,15.4,14.3,14.95,95450,0
TOW,D,20200727,000000,19.5,20,19.5,20,425,0
TPE,D,20200727,000000,3.02,3.2,2.97,3.2,10267970,0
TRI,D,20200727,000000,2.07,2.17,2.07,2.17,3810,0
TRK,D,20200727,000000,2.4,2.445,2.2,2.3,491845,0
TRN,D,20200727,000000,2.81,2.81,2.81,2.81,4927,0
TRR,D,20200727,000000,0.8,0.8,0.79,0.79,2419,0
TSG,D,20200727,000000,5.85,6.2,5.8,6.05,111860,0
U2K,D,20200727,000000,3.52,3.52,3.24,3.44,4275,0
UCG,D,20200727,000000,37.965,37.965,37.215,37.305,309,0
ULG,D,20200727,000000,36.5,37.35,34.3,35.35,39686,0
ULM,D,20200727,000000,49,49,48,48,45,0
UNI,D,20200727,000000,9.44,9.44,8.6,9.14,5503,0
UNT,D,20200727,000000,47.5,48.95,46,47.7,33939,0
URS,D,20200727,000000,0.727,0.728,0.701,0.71,287002,0
VGO,D,20200727,000000,550,550,515,530,1371,0
VIN,D,20200727,000000,5.22,5.22,5.1,5.22,3114,0
VOT,D,20200727,000000,12,12.15,11.5,11.9,57142,0
VOX,D,20200727,000000,33.1,37.8,33.1,36.2,13190,0
VRG,D,20200727,000000,2.31,2.34,2.27,2.34,291886,0
VTI,D,20200727,000000,2.08,2.4,1.97,2.34,49807,0
VTL,D,20200727,000000,1.398,1.398,1.31,1.378,33341,0
VVD,D,20200727,000000,2.4,2.42,2.26,2.3,116972,0
WAS,D,20200727,000000,1.36,1.36,1.28,1.34,72485,0
WIK,D,20200727,000000,1.74,1.98,1.74,1.98,12734,0
WLT,D,20200727,000000,4.62,4.74,4.525,4.55,130968,0
WOJ,D,20200727,000000,4.4,4.58,4.34,4.46,5184,0
WPL,D,20200727,000000,70,71.8,69.2,69.6,1571,0
WSE,D,20200727,000000,2.25,2.38,1.94,1.99,4635821,0
WTN,D,20200727,000000,7.94,7.94,7.64,7.7,3202,0
WWL,D,20200727,000000,590,590,574,576,389,0
XTB,D,20200727,000000,25.5,28,24.8,28,1488796,0
XTP,D,20200727,000000,98,98,92.2,92.8,4181,0
YOL,D,20200727,000000,1.17,1.17,1.1,1.15,3440,0
ZAP,D,20200727,000000,86.4,86.4,85,85.2,1222,0
ZEP,D,20200727,000000,9.5,9.86,9.42,9.86,23111,0
ZMT,D,20200727,000000,0.945,1.03,0.945,1.03,70830,0
ZRE,D,20200727,000000,0.85,0.865,0.85,0.855,600,0
ZST,D,20200727,000000,8.8,9.1,8.8,9.1,1490,0
ZUE,D,20200727,000000,4.52,4.56,4.5,4.52,3071,0
ZUK,D,20200727,000000,3.5,3.66,3.5,3.66,6745,0
ZWC,D,20200727,000000,476,480,472,472,54,0
