<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CLPMXN,D,20200727,000000,2.87363,2.8817,2.85941,2.86963,0,0
CLPMYR,D,20200727,000000,0.54925,0.54925,0.54925,0.54925,0,0
CLPNAD,D,20200727,000000,2.13614,2.14729,2.13411,2.13948,0,0
CLPNOK,D,20200727,000000,1.18128,1.18874,1.1799,1.18746,0,0
CLPNZD,D,20200727,000000,0.19481,0.19537,0.19433,0.19509,0,0
CLPPHP,D,20200727,000000,6.35556,6.35556,6.35556,6.35556,0,0
CLPPLN,D,20200727,000000,0.48744,0.48885,0.48538,0.48705,0,0
CLPRON,D,20200727,000000,0.53446,0.53615,0.53348,0.53582,0,0
CLPRUB,D,20200727,000000,9.2906,9.36593,9.28223,9.35981,0,0
CLPSEK,D,20200727,000000,1.13765,1.141,1.13438,1.13911,0,0
CLPSGD,D,20200727,000000,0.17927,0.18015,0.17895,0.17973,0,0
CLPTHB,D,20200727,000000,4.09438,4.11528,4.08587,4.10473,0,0
CLPTRY,D,20200727,000000,0.89046,0.89604,0.88894,0.89357,0,0
CLPTWD,D,20200727,000000,3.79462,3.79462,3.79462,3.79462,0,0
CLPUAH,D,20200727,000000,3.58555,3.58555,3.58555,3.58555,0,0
CLPUSD,D,20200727,000000,0.12998,0.13073,0.12972,0.13035,0,0
CLPXAG,D,20200727,000000,0.53623,0.54019,0.53304,0.53798,0,0
CLPXAU,D,20200727,000000,0.67088,0.67365,0.66874,0.67215,0,0
CLPXDR,D,20200727,000000,0.09179,0.09179,0.09179,0.09179,0,0
CLPXPD,D,20200727,000000,0.56655,0.56824,0.56179,0.56554,0,0
CLPXPT,D,20200727,000000,1.37916,1.399,1.37747,1.388,0,0
CLPZAR,D,20200727,000000,2.13609,2.14738,2.13444,2.13949,0,0
CNYARS,D,20200727,000000,10.2669,10.2669,10.2669,10.2669,0,0
CNYAUD,D,20200727,000000,0.20088,0.20088,0.19993,0.2001,0,0
CNYBGN,D,20200727,000000,0.23885,0.23885,0.23885,0.23885,0,0
CNYBRL,D,20200727,000000,0.74739,0.74739,0.74739,0.74739,0,0
CNYBTC,D,20200727,000000,0.14338,0.14353,0.13839,0.13913,0,0
CNYCAD,D,20200727,000000,0.19133,0.19144,0.19092,0.19092,0,0
CNYCHF,D,20200727,000000,0.13129,0.13163,0.13091,0.13133,0,0
CNYCLP,D,20200727,000000,110.572,110.572,110.572,110.572,0,0
CNYCZK,D,20200727,000000,3.21244,3.21259,3.19467,3.19467,0,0
CNYDKK,D,20200727,000000,0.91061,0.91061,0.90701,0.90746,0,0
CNYEGP,D,20200727,000000,2.28295,2.28728,2.27766,2.27837,0,0
CNYEUR,D,20200727,000000,12.2353,12.2353,12.1852,12.1924,0,0
CNYGBP,D,20200727,000000,11.1389,11.152,11.108,11.11,0,0
CNYHKD,D,20200727,000000,1.10522,1.10775,1.10521,1.10624,0,0
CNYHRK,D,20200727,000000,0.91788,0.91788,0.91788,0.91788,0,0
CNYHUF,D,20200727,000000,42.3646,42.3683,42.0734,42.1573,0,0
CNYIDR,D,20200727,000000,20.7367,20.7367,20.7367,20.7367,0,0
CNYILS,D,20200727,000000,0.48775,0.48775,0.48644,0.48709,0,0
CNYINR,D,20200727,000000,10.6676,10.696,10.6611,10.6745,0,0
CNYISK,D,20200727,000000,19.2581,19.2908,19.2425,19.2645,0,0
CNYJPY,D,20200727,000000,15.1083,15.1299,15.0285,15.0347,0,0
CNYKRW,D,20200727,000000,171.323,171.323,170.671,170.832,0,0
CNYMXN,D,20200727,000000,3.17979,3.18023,3.16789,3.1716,0,0
CNYMYR,D,20200727,000000,0.60759,0.608,0.60683,0.60722,0,0
CNYNAD,D,20200727,000000,2.3769,2.38233,2.3489,2.3489,0,0
CNYNOK,D,20200727,000000,1.3064,1.30667,1.29727,1.30019,0,0
CNYNZD,D,20200727,000000,0.21455,0.21455,0.21382,0.21395,0,0
CNYPHP,D,20200727,000000,7.03717,7.03746,7.02111,7.03206,0,0
CNYPLN,D,20200727,000000,0.53899,0.53899,0.53637,0.53657,0,0
CNYRON,D,20200727,000000,0.58959,0.58974,0.58855,0.58863,0,0
CNYRUB,D,20200727,000000,10.2209,10.2408,10.2053,10.2053,0,0
CNYSEK,D,20200727,000000,1.26024,1.26028,1.25136,1.25143,0,0
CNYSGD,D,20200727,000000,0.19699,0.19725,0.19688,0.19691,0,0
CNYTHB,D,20200727,000000,4.50557,4.5122,4.49839,4.49998,0,0
CNYTRY,D,20200727,000000,0.97607,0.97851,0.97593,0.97752,0,0
CNYTWD,D,20200727,000000,4.20127,4.20285,4.18909,4.19064,0,0
CNYUAH,D,20200727,000000,3.9646,3.9646,3.9646,3.9646,0,0
CNYUSD,D,20200727,000000,0.14258,0.14291,0.14258,0.14272,0,0
CNYXAG,D,20200727,000000,0.6175,0.62246,0.58601,0.59098,0,0
CNYXAU,D,20200727,000000,0.74469,0.74577,0.73479,0.73493,0,0
CNYXDR,D,20200727,000000,10.1497,10.1497,10.1497,10.1497,0,0
CNYXPD,D,20200727,000000,0.63914,0.6456,0.62226,0.62226,0,0
CNYXPT,D,20200727,000000,1.53042,1.54961,1.5099,1.52165,0,0
CNYZAR,D,20200727,000000,2.37616,2.3764,2.34886,2.34886,0,0
CZKARS,D,20200727,000000,3.22599,3.24151,3.21711,3.23183,0,0
CZKAUD,D,20200727,000000,6.25136,6.29841,6.22015,6.28796,0,0
CZKBGN,D,20200727,000000,7.46401,7.46401,7.46401,7.46401,0,0
CZKBRL,D,20200727,000000,23.2614,23.3444,23.1592,23.1977,0,0
CZKBTC,D,20200727,000000,0.04488,0.04488,0.04103,0.04143,0,0
CZKCAD,D,20200727,000000,5.9549,6.02086,5.92573,5.99987,0,0
CZKCHF,D,20200727,000000,4.08992,4.13885,4.0665,4.12915,0,0
CZKCLP,D,20200727,000000,34.4911,34.5635,34.349,34.4412,0,0
CZKCNY,D,20200727,000000,0.31129,0.31302,0.31128,0.31302,0,0
CZKDKK,D,20200727,000000,0.28353,0.28435,0.28192,0.28413,0,0
CZKEGP,D,20200727,000000,0.71341,0.71689,0.71161,0.71557,0,0
CZKEUR,D,20200727,000000,3.80988,3.8206,3.78809,3.81755,0,0
CZKGBP,D,20200727,000000,3.4689,3.49119,3.45054,3.48487,0,0
CZKHKD,D,20200727,000000,0.34403,0.34858,0.34213,0.34773,0,0
CZKHRK,D,20200727,000000,0.28684,0.28684,0.28684,0.28684,0,0
CZKHUF,D,20200727,000000,13.1848,13.2219,13.1152,13.2061,0,0
CZKIDR,D,20200727,000000,648.023,648.023,648.023,648.023,0,0
CZKILS,D,20200727,000000,0.15227,0.15343,0.15196,0.15319,0,0
CZKINR,D,20200727,000000,3.33281,3.34349,3.32959,3.34136,0,0
CZKISK,D,20200727,000000,6.01462,6.04704,6.01183,6.04111,0,0
CZKJPY,D,20200727,000000,4.70611,4.72946,4.6799,4.72333,0,0
CZKKRW,D,20200727,000000,53.331,53.4044,53.2551,53.3357,0,0
CZKMXN,D,20200727,000000,0.98973,0.995,0.98488,0.98611,0,0
CZKMYR,D,20200727,000000,0.18928,0.18999,0.18917,0.18972,0,0
CZKNAD,D,20200727,000000,0.73985,0.74505,0.73493,0.73642,0,0
CZKNOK,D,20200727,000000,0.40718,0.40952,0.40433,0.40842,0,0
CZKNZD,D,20200727,000000,6.68097,6.72538,6.6476,6.71521,0,0
CZKPHP,D,20200727,000000,2.19688,2.19939,2.19242,2.19706,0,0
CZKPLN,D,20200727,000000,0.16796,0.16824,0.16697,0.16769,0,0
CZKRON,D,20200727,000000,0.18407,0.18449,0.18395,0.18429,0,0
CZKRUB,D,20200727,000000,3.19215,3.22315,3.18892,3.21915,0,0
CZKSEK,D,20200727,000000,0.39219,0.39302,0.38988,0.39215,0,0
CZKSGD,D,20200727,000000,6.13788,6.19809,6.10443,6.18666,0,0
CZKTHB,D,20200727,000000,1.4038,1.41616,1.39515,1.41171,0,0
CZKTRY,D,20200727,000000,30.3755,31.1115,30.2109,31.099,0,0
CZKTWD,D,20200727,000000,1.31157,1.31311,1.30772,1.3093,0,0
CZKUAH,D,20200727,000000,1.23894,1.23894,1.23894,1.23894,0,0
CZKUSD,D,20200727,000000,4.43809,4.49723,4.41359,4.48601,0,0
CZKXAG,D,20200727,000000,0.19491,0.195,0.18187,0.18469,0,0
CZKXAU,D,20200727,000000,0.23349,0.23356,0.22959,0.23181,0,0
CZKXDR,D,20200727,000000,3.17179,3.17179,3.17179,3.17179,0,0
CZKXPD,D,20200727,000000,0.19928,0.20147,0.19301,0.19533,0,0
CZKXPT,D,20200727,000000,0.48484,0.48501,0.47151,0.48054,0,0
CZKZAR,D,20200727,000000,0.74082,0.74294,0.7348,0.73673,0,0
CZK_I,D,20200727,000000,121.594,122.631,120.989,122.438,0,0
DKKARS,D,20200727,000000,11.3626,11.4099,11.3238,11.3779,0,0
DKKAUD,D,20200727,000000,0.22049,0.22167,0.2202,0.22131,0,0
DKKBGN,D,20200727,000000,0.26275,0.26275,0.26275,0.26275,0,0
DKKBRL,D,20200727,000000,0.81895,0.82275,0.81515,0.81669,0,0
DKKBTC,D,20200727,000000,0.15826,0.15828,0.14447,0.14582,0,0
DKKCAD,D,20200727,000000,0.20996,0.21196,0.20992,0.21117,0,0
DKKCHF,D,20200727,000000,0.14417,0.14562,0.14415,0.14533,0,0
DKKCLP,D,20200727,000000,121.43,121.627,121.026,121.244,0,0
DKKCNY,D,20200727,000000,1.09817,1.10252,1.09817,1.10198,0,0
DKKCZK,D,20200727,000000,3.527,3.5471,3.51681,3.51955,0,0
DKKEGP,D,20200727,000000,2.51526,2.52278,2.50653,2.51913,0,0
DKKEUR,D,20200727,000000,0.13438,0.13438,0.13433,0.13436,0,0
DKKGBP,D,20200727,000000,12.2334,12.2912,12.2275,12.2652,0,0
DKKHKD,D,20200727,000000,1.2134,1.22697,1.21263,1.22386,0,0
DKKHRK,D,20200727,000000,1.00973,1.00973,1.00973,1.00973,0,0
DKKHUF,D,20200727,000000,46.5089,46.5494,46.3392,46.4795,0,0
DKKIDR,D,20200727,000000,22.812,22.812,22.812,22.812,0,0
DKKILS,D,20200727,000000,0.537,0.54032,0.53545,0.53908,0,0
DKKINR,D,20200727,000000,11.7495,11.776,11.7395,11.7631,0,0
DKKISK,D,20200727,000000,21.2065,21.2835,21.1898,21.2681,0,0
DKKJPY,D,20200727,000000,16.5978,16.6439,16.5561,16.624,0,0
DKKKRW,D,20200727,000000,188.141,188.352,187.841,188.098,0,0
DKKMXN,D,20200727,000000,3.49078,3.50368,3.46922,3.47067,0,0
DKKMYR,D,20200727,000000,0.66761,0.66961,0.66714,0.66844,0,0
DKKNAD,D,20200727,000000,2.60946,2.62589,2.58787,2.59188,0,0
DKKNOK,D,20200727,000000,1.43592,1.44108,1.4294,1.43746,0,0
DKKNZD,D,20200727,000000,0.23562,0.23669,0.23543,0.23635,0,0
DKKPHP,D,20200727,000000,7.74368,7.7536,7.72926,7.741,0,0
DKKPLN,D,20200727,000000,0.59237,0.59244,0.58982,0.59014,0,0
DKKRON,D,20200727,000000,0.64914,0.65015,0.64793,0.64898,0,0
DKKRUB,D,20200727,000000,11.255,11.3517,11.2299,11.3365,0,0
DKKSEK,D,20200727,000000,1.38297,1.38556,1.37816,1.3802,0,0
DKKSGD,D,20200727,000000,0.21648,0.21815,0.21627,0.21774,0,0
DKKTHB,D,20200727,000000,4.95119,4.98316,4.94503,4.96858,0,0
DKKTRY,D,20200727,000000,107.135,109.51,107.071,109.454,0,0
DKKTWD,D,20200727,000000,4.62285,4.62857,4.60823,4.61312,0,0
DKKUAH,D,20200727,000000,4.36136,4.36136,4.36136,4.36136,0,0
DKKUSD,D,20200727,000000,0.1565,0.1583,0.15643,0.15789,0,0
DKKXAG,D,20200727,000000,0.6882,0.68849,0.64041,0.65001,0,0
DKKXAU,D,20200727,000000,0.82289,0.82372,0.80926,0.81586,0,0
DKKXDR,D,20200727,000000,11.1654,11.1654,11.1654,11.1654,0,0
DKKXPD,D,20200727,000000,0.70253,0.71053,0.67964,0.68748,0,0
DKKXPT,D,20200727,000000,1.71004,1.71006,1.66195,1.6913,0,0
DKKZAR,D,20200727,000000,2.61288,2.61741,2.58746,2.59296,0,0
EGPARS,D,20200727,000000,4.49728,4.49728,4.49728,4.49728,0,0
EGPAUD,D,20200727,000000,0.08769,0.08797,0.08745,0.08761,0,0
EGPBGN,D,20200727,000000,0.10462,0.10462,0.10462,0.10462,0,0
EGPBRL,D,20200727,000000,0.32739,0.32739,0.32739,0.32739,0,0
EGPBTC,D,20200727,000000,0.06107,0.06176,0.06047,0.06117,0,0
EGPCAD,D,20200727,000000,0.08374,0.08391,0.08353,0.08365,0,0
EGPCHF,D,20200727,000000,0.0574,0.05775,0.05733,0.05765,0,0
EGPCLP,D,20200727,000000,48.4347,48.4347,48.4347,48.4347,0,0
EGPCNY,D,20200727,000000,0.43803,0.43905,0.4372,0.43891,0,0
EGPCZK,D,20200727,000000,1.40173,1.40525,1.39492,1.39749,0,0
EGPDKK,D,20200727,000000,0.39757,0.39896,0.39639,0.39696,0,0
EGPEUR,D,20200727,000000,0.05342,0.0536,0.05326,0.05333,0,0
EGPGBP,D,20200727,000000,4.87739,4.8885,4.85134,4.85766,0,0
EGPHKD,D,20200727,000000,0.48491,0.48566,0.48396,0.48476,0,0
EGPHRK,D,20200727,000000,0.40207,0.40207,0.40207,0.40207,0,0
EGPHUF,D,20200727,000000,18.4538,18.542,18.4123,18.4406,0,0
EGPIDR,D,20200727,000000,9.08349,9.08349,9.08349,9.08349,0,0
EGPILS,D,20200727,000000,0.21336,0.21381,0.21293,0.21339,0,0
EGPINR,D,20200727,000000,4.67609,4.68711,4.66978,4.68516,0,0
EGPISK,D,20200727,000000,8.43533,8.46361,8.41651,8.43861,0,0
EGPJPY,D,20200727,000000,6.60215,6.61176,6.575,6.58484,0,0
EGPKRW,D,20200727,000000,74.9251,74.9251,74.9251,74.9251,0,0
EGPMXN,D,20200727,000000,1.38993,1.39436,1.38363,1.38619,0,0
EGPMYR,D,20200727,000000,0.26594,0.26622,0.2655,0.26558,0,0
EGPNAD,D,20200727,000000,1.03819,1.03819,1.02603,1.02792,0,0
EGPNOK,D,20200727,000000,0.56936,0.57224,0.56754,0.56907,0,0
EGPNZD,D,20200727,000000,0.09374,0.09404,0.09351,0.09365,0,0
EGPPHP,D,20200727,000000,3.08095,3.08425,3.07541,3.07565,0,0
EGPPLN,D,20200727,000000,0.23516,0.23597,0.23441,0.23472,0,0
EGPRON,D,20200727,000000,0.25806,0.25887,0.2571,0.25758,0,0
EGPRUB,D,20200727,000000,4.4769,4.48909,4.46248,4.46997,0,0
EGPSEK,D,20200727,000000,0.5499,0.55083,0.54643,0.54752,0,0
EGPSGD,D,20200727,000000,0.0863,0.0865,0.08611,0.08626,0,0
EGPTHB,D,20200727,000000,1.97167,1.97748,1.96734,1.97003,0,0
EGPTRY,D,20200727,000000,0.42835,0.42914,0.42755,0.4284,0,0
EGPTWD,D,20200727,000000,1.83665,1.83751,1.83232,1.83288,0,0
EGPUAH,D,20200727,000000,1.73665,1.73665,1.73665,1.73665,0,0
EGPUSD,D,20200727,000000,0.06255,0.06266,0.06244,0.06254,0,0
EGPXAG,D,20200727,000000,0.25946,0.26085,0.25394,0.256,0,0
EGPXAU,D,20200727,000000,0.32363,0.32404,0.32112,0.32203,0,0
EGPXDR,D,20200727,000000,4.44597,4.44597,4.44597,4.44597,0,0
EGPXPD,D,20200727,000000,0.2778,0.27918,0.27028,0.27212,0,0
EGPXPT,D,20200727,000000,0.66728,0.67031,0.66106,0.66231,0,0
EGPZAR,D,20200727,000000,1.03451,1.03789,1.0263,1.02792,0,0
EURARS,D,20200727,000000,84.5605,84.9188,84.2716,84.6768,0,0
EURBGN,D,20200727,000000,1.95588,1.95588,1.95588,1.95588,0,0
EURBRL,D,20200727,000000,6.09537,6.12332,6.06683,6.07662,0,0
EURBTC,D,20200727,000000,0.01178,0.01178,0.01075,0.01085,0,0
EURCLP,D,20200727,000000,903.797,905.196,900.745,902.36,0,0
EURCNY,D,20200727,000000,8.17305,8.20669,8.17305,8.20243,0,0
EURCZK,D,20200727,000000,26.2475,26.3988,26.1739,26.1932,0,0
EURDKK,D,20200727,000000,7.44221,7.44414,7.44148,7.44265,0,0
EUREGP,D,20200727,000000,18.7192,18.7768,18.6561,18.75,0,0
EURHKD,D,20200727,000000,9.02994,9.13179,9.02483,9.10876,0,0
EURHRK,D,20200727,000000,7.51631,7.51631,7.51631,7.51631,0,0
EURHUF,D,20200727,000000,346.129,346.45,344.888,345.941,0,0
EURIDR,D,20200727,000000,169.809,169.809,169.809,169.809,0,0
EURILS,D,20200727,000000,3.99651,4.02137,3.98517,4.01203,0,0
EURINR,D,20200727,000000,87.4476,87.6452,87.3649,87.5571,0,0
EURISK,D,20200727,000000,157.835,158.397,157.714,158.282,0,0
EURKRW,D,20200727,000000,1400.23,1401.93,1397.94,1399.87,0,0
EURMXN,D,20200727,000000,25.978,26.0774,25.8185,25.8295,0,0
EURMYR,D,20200727,000000,4.96864,4.98425,4.96512,4.97499,0,0
EURNAD,D,20200727,000000,19.4193,19.5459,19.2613,19.2905,0,0
EURNOK,D,20200727,000000,10.6851,10.7254,10.6374,10.6976,0,0
EURNZD,D,20200727,000000,1.75353,1.76156,1.75216,1.75893,0,0
EURPHP,D,20200727,000000,57.6285,57.7083,57.5226,57.6137,0,0
EURRON,D,20200727,000000,4.83102,4.83899,4.82253,4.83043,0,0
EURRUB,D,20200727,000000,83.7681,84.479,83.5825,84.3786,0,0
EURSEK,D,20200727,000000,10.2932,10.3117,10.2576,10.2721,0,0
EURSGD,D,20200727,000000,1.60943,1.62361,1.60943,1.62049,0,0
EURTHB,D,20200727,000000,36.8462,37.0874,36.8026,36.9794,0,0
EURTRY,D,20200727,000000,7.9741,8.15042,7.96895,8.14583,0,0
EURTWD,D,20200727,000000,34.4034,34.453,34.2987,34.3339,0,0
EURUAH,D,20200727,000000,32.4653,32.4653,32.4653,32.4653,0,0
EURXAG,D,20200727,000000,5.12175,5.12395,4.76653,4.8378,0,0
EURXAU,D,20200727,000000,6.1241,6.12992,6.02288,6.07213,0,0
EURXDR,D,20200727,000000,0.83114,0.83114,0.83114,0.83114,0,0
EURXPD,D,20200727,000000,5.22837,5.28791,5.05849,5.1167,0,0
EURXPT,D,20200727,000000,12.7259,12.7259,12.3698,12.5877,0,0
EURZAR,D,20200727,000000,19.4447,19.4797,19.2574,19.2973,0,0
EUR_I,D,20200727,000000,183.893,185.068,183.893,184.787,0,0
GBPARS,D,20200727,000000,92.5752,93.0013,92.2615,92.8096,0,0
GBPBGN,D,20200727,000000,2.14706,2.14706,2.14706,2.14706,0,0
GBPBRL,D,20200727,000000,6.66782,6.70136,6.64017,6.66177,0,0
GBPBTC,D,20200727,000000,0.01294,0.01294,0.01179,0.01189,0,0
GBPCLP,D,20200727,000000,988.678,990.53,986.139,988.481,0,0
GBPCNY,D,20200727,000000,8.97756,9.00254,8.96703,9.00092,0,0
GBPCZK,D,20200727,000000,28.8276,28.9809,28.6436,28.6955,0,0
GBPDKK,D,20200727,000000,8.17434,8.17831,8.13593,8.15316,0,0
GBPEGP,D,20200727,000000,20.5028,20.6128,20.4562,20.5861,0,0
GBPHKD,D,20200727,000000,9.91754,9.99994,9.91076,9.97832,0,0
GBPHRK,D,20200727,000000,8.25098,8.25098,8.25098,8.25098,0,0
GBPHUF,D,20200727,000000,380.18,380.403,377.403,378.955,0,0
GBPIDR,D,20200727,000000,186.407,186.407,186.407,186.407,0,0
GBPILS,D,20200727,000000,4.37982,4.40375,4.3666,4.39947,0,0
GBPINR,D,20200727,000000,95.9379,96.1504,95.7895,96.0806,0,0
GBPISK,D,20200727,000000,172.838,173.825,172.677,173.485,0,0
GBPKRW,D,20200727,000000,15.3806,15.3851,15.3356,15.3423,0,0
GBPMXN,D,20200727,000000,28.5315,28.5895,28.2947,28.2969,0,0
GBPMYR,D,20200727,000000,5.45646,5.4673,5.4456,5.45678,0,0
GBPNAD,D,20200727,000000,21.3281,21.434,21.1113,21.132,0,0
GBPNOK,D,20200727,000000,11.7381,11.7554,11.6648,11.7195,0,0
GBPNZD,D,20200727,000000,1.92602,1.92917,1.91962,1.92696,0,0
GBPPHP,D,20200727,000000,63.1901,63.2574,63.0592,63.1931,0,0
GBPRON,D,20200727,000000,5.29436,5.30562,5.27884,5.28912,0,0
GBPRUB,D,20200727,000000,91.7306,92.4606,91.5738,92.391,0,0
GBPSEK,D,20200727,000000,11.3075,11.3206,11.2323,11.2534,0,0
GBPSGD,D,20200727,000000,1.76807,1.77786,1.76781,1.77529,0,0
GBPTHB,D,20200727,000000,40.468,40.6133,40.4039,40.5096,0,0
GBPTRY,D,20200727,000000,8.75652,8.93029,8.75072,8.924,0,0
GBPTWD,D,20200727,000000,37.7277,37.7821,37.5731,37.6588,0,0
GBPUAH,D,20200727,000000,35.6386,35.6386,35.6386,35.6386,0,0
GBPXAG,D,20200727,000000,5.62561,5.62801,5.23319,5.29964,0,0
GBPXAU,D,20200727,000000,6.72656,6.7325,6.60167,6.6518,0,0
GBPXDR,D,20200727,000000,0.91238,0.91238,0.91238,0.91238,0,0
GBPXPD,D,20200727,000000,5.74139,5.79892,5.54815,5.60517,0,0
GBPXPT,D,20200727,000000,13.9768,13.9779,13.5483,13.7894,0,0
GBPZAR,D,20200727,000000,21.356,21.3863,21.1152,21.1408,0,0
GBP_I,D,20200727,000000,26.3094,26.422,26.2866,26.3877,0,0
HKDARS,D,20200727,000000,9.2797,9.30019,9.25384,9.29865,0,0
HKDAUD,D,20200727,000000,18.171,18.2023,18.044,18.0828,0,0
HKDBGN,D,20200727,000000,0.21575,0.21575,0.21575,0.21575,0,0
HKDBRL,D,20200727,000000,0.66941,0.67236,0.66502,0.66745,0,0
HKDBTC,D,20200727,000000,0.13044,0.13044,0.11806,0.11915,0,0
HKDCAD,D,20200727,000000,0.17309,0.17326,0.17245,0.17254,0,0
HKDCHF,D,20200727,000000,11.8883,11.9084,11.8256,11.8745,0,0
HKDCLP,D,20200727,000000,99.2571,99.4571,98.6898,98.9724,0,0
HKDCNY,D,20200727,000000,0.9048,0.9048,0.90273,0.90397,0,0
HKDCZK,D,20200727,000000,2.90672,2.92287,2.86876,2.87578,0,0
HKDDKK,D,20200727,000000,0.82413,0.82465,0.81501,0.81709,0,0
HKDEGP,D,20200727,000000,2.06222,2.06627,2.05904,2.06287,0,0
HKDEUR,D,20200727,000000,11.0743,11.0805,10.9508,10.9784,0,0
HKDGBP,D,20200727,000000,10.0831,10.09,10.0001,10.0217,0,0
HKDHRK,D,20200727,000000,0.82909,0.82909,0.82909,0.82909,0,0
HKDHUF,D,20200727,000000,38.3247,38.3609,37.7784,37.9778,0,0
HKDIDR,D,20200727,000000,1873.1,1873.1,1873.1,1873.1,0,0
HKDILS,D,20200727,000000,0.44053,0.44139,0.43946,0.44059,0,0
HKDINR,D,20200727,000000,9.63677,9.66203,9.63227,9.6494,0,0
HKDISK,D,20200727,000000,17.3908,17.4386,17.3314,17.3815,0,0
